Year,State Name,Dist Name,Crop,Area_ha,Yield_kg_per_ha,N_req_kg_per_ha,P_req_kg_per_ha,K_req_kg_per_ha,Temperature_C,Humidity_%,pH,Rainfall_mm
1986,Uttar Pradesh,Kanpur,chickpea,69200,994.22,17.89596,9.9422,17.89596,20,60,6.5,600
1987,Uttar Pradesh,Kanpur,rice,59700,1247.91,31.19775,14.97492,27.45402,25,80,6.5,1200
1987,Uttar Pradesh,Kanpur,maize,21900,748.86,20.21922,8.98632,12.73062,22,70,6,800
1987,Uttar Pradesh,Kanpur,chickpea,66400,890.06,16.02108,8.9006,16.02108,20,60,6.5,600
1988,Uttar Pradesh,Kanpur,rice,89500,1976.54,49.4135,23.71848,43.48388,25,80,6.5,1200
1988,Uttar Pradesh,Kanpur,maize,28600,1286.71,34.74117,15.44052,21.87407,22,70,6,800
1988,Uttar Pradesh,Kanpur,chickpea,67300,1303.12,23.45616,13.0312,23.45616,20,60,6.5,600
1989,Uttar Pradesh,Kanpur,rice,70200,1841.88,46.047,22.10256,40.52136,25,80,6.5,1200
1989,Uttar Pradesh,Kanpur,maize,23400,1927.35,52.03845,23.1282,32.76495,22,70,6,800
1989,Uttar Pradesh,Kanpur,chickpea,66900,1041.85,18.7533,10.4185,18.7533,20,60,6.5,600
1990,Uttar Pradesh,Kanpur,rice,83640,2068.15,51.70375,24.8178,45.4993,25,80,6.5,1200
1990,Uttar Pradesh,Kanpur,maize,31910,1781.26,48.09402,21.37512,30.28142,22,70,6,800
1990,Uttar Pradesh,Kanpur,chickpea,62520,1187.62,21.37716,11.8762,21.37716,20,60,6.5,600
1990,Uttar Pradesh,Kanpur,cotton,80,250,6.75,3,6.75,28,65,6,700
1991,Uttar Pradesh,Kanpur,rice,81250,1360.74,34.0185,16.32888,29.93628,25,80,6.5,1200
1991,Uttar Pradesh,Kanpur,maize,31400,1491.4,40.2678,17.8968,25.3538,22,70,6,800
1991,Uttar Pradesh,Kanpur,chickpea,59160,199.46,3.59028,1.9946,3.59028,20,60,6.5,600
1991,Uttar Pradesh,Kanpur,cotton,100,200,5.4,2.4,5.4,28,65,6,700
1992,Uttar Pradesh,Kanpur,rice,80740,1877.38,46.9345,22.52856,41.30236,25,80,6.5,1200
1992,Uttar Pradesh,Kanpur,maize,33510,1533.57,41.40639,18.40284,26.07069,22,70,6,800
1992,Uttar Pradesh,Kanpur,chickpea,56550,1178.25,21.2085,11.7825,21.2085,20,60,6.5,600
1992,Uttar Pradesh,Kanpur,cotton,90,111.11,2.99997,1.33332,2.99997,28,65,6,700
1993,Uttar Pradesh,Kanpur,rice,77440,2015.24,50.381,24.18288,44.33528,25,80,6.5,1200
1993,Uttar Pradesh,Kanpur,maize,33060,961.59,25.96293,11.53908,16.34703,22,70,6,800
1993,Uttar Pradesh,Kanpur,chickpea,53490,1286.41,23.15538,12.8641,23.15538,20,60,6.5,600
1993,Uttar Pradesh,Kanpur,cotton,140,71.43,1.92861,0.85716,1.92861,28,65,6,700
1994,Uttar Pradesh,Kanpur,rice,82340,1837.62,45.9405,22.05144,40.42764,25,80,6.5,1200
1994,Uttar Pradesh,Kanpur,maize,33110,1922.68,51.91236,23.07216,32.68556,22,70,6,800
1994,Uttar Pradesh,Kanpur,chickpea,53380,1577.18,28.38924,15.7718,28.38924,20,60,6.5,600
1994,Uttar Pradesh,Kanpur,cotton,70,142.86,3.85722,1.71432,3.85722,28,65,6,700
1995,Uttar Pradesh,Kanpur,rice,83100,1863.06,46.5765,22.35672,40.98732,25,80,6.5,1200
1995,Uttar Pradesh,Kanpur,maize,34430,1629.1,43.9857,19.5492,27.6947,22,70,6,800
1995,Uttar Pradesh,Kanpur,chickpea,53220,797.63,14.35734,7.9763,14.35734,20,60,6.5,600
1995,Uttar Pradesh,Kanpur,cotton,60,166.67,4.50009,2.00004,4.50009,28,65,6,700
1996,Uttar Pradesh,Kanpur,rice,83080,2042.73,51.06825,24.51276,44.94006,25,80,6.5,1200
1996,Uttar Pradesh,Kanpur,maize,36030,1957.81,52.86087,23.49372,33.28277,22,70,6,800
1996,Uttar Pradesh,Kanpur,chickpea,52410,1203.4,21.6612,12.034,21.6612,20,60,6.5,600
1996,Uttar Pradesh,Kanpur,cotton,60,166.67,4.50009,2.00004,4.50009,28,65,6,700
1997,Uttar Pradesh,Kanpur,rice,82220,2203.48,55.087,26.44176,48.47656,25,80,6.5,1200
1997,Uttar Pradesh,Kanpur,maize,34840,2107.35,56.89845,25.2882,35.82495,22,70,6,800
1997,Uttar Pradesh,Kanpur,chickpea,49820,1141.31,20.54358,11.4131,20.54358,20,60,6.5,600
1997,Uttar Pradesh,Kanpur,cotton,60,166.67,4.50009,2.00004,4.50009,28,65,6,700
1998,Uttar Pradesh,Kanpur,rice,82540,2193.85,54.84625,26.3262,48.2647,25,80,6.5,1200
1998,Uttar Pradesh,Kanpur,maize,34360,1306.17,35.26659,15.67404,22.20489,22,70,6,800
1998,Uttar Pradesh,Kanpur,chickpea,49250,1292.79,23.27022,12.9279,23.27022,20,60,6.5,600
1999,Uttar Pradesh,Kanpur,rice,81410,2240.76,56.019,26.88912,49.29672,25,80,6.5,1200
1999,Uttar Pradesh,Kanpur,maize,35860,1747.07,47.17089,20.96484,29.70019,22,70,6,800
1999,Uttar Pradesh,Kanpur,chickpea,48010,1208.91,21.76038,12.0891,21.76038,20,60,6.5,600
2000,Uttar Pradesh,Kanpur,rice,79780,1753.82,43.8455,21.04584,38.58404,25,80,6.5,1200
2000,Uttar Pradesh,Kanpur,maize,36180,1482.31,40.02237,17.78772,25.19927,22,70,6,800
2000,Uttar Pradesh,Kanpur,chickpea,47390,1249.84,22.49712,12.4984,22.49712,20,60,6.5,600
2001,Uttar Pradesh,Kanpur,rice,102650,1942.72,48.568,23.31264,42.73984,25,80,6.5,1200
2001,Uttar Pradesh,Kanpur,maize,35090,1789.97,48.32919,21.47964,30.42949,22,70,6,800
2001,Uttar Pradesh,Kanpur,chickpea,44510,1216.36,21.89448,12.1636,21.89448,20,60,6.5,600
2002,Uttar Pradesh,Kanpur,rice,83840,1838.74,45.9685,22.06488,40.45228,25,80,6.5,1200
2002,Uttar Pradesh,Kanpur,maize,29690,1176.83,31.77441,14.12196,20.00611,22,70,6,800
2002,Uttar Pradesh,Kanpur,chickpea,44670,1360.64,24.49152,13.6064,24.49152,20,60,6.5,600
2003,Uttar Pradesh,Kanpur,rice,89150,2064.83,51.62075,24.77796,45.42626,25,80,6.5,1200
2003,Uttar Pradesh,Kanpur,maize,33520,1174.82,31.72014,14.09784,19.97194,22,70,6,800
2003,Uttar Pradesh,Kanpur,chickpea,42820,1276.27,22.97286,12.7627,22.97286,20,60,6.5,600
2004,Uttar Pradesh,Kanpur,rice,81100,2220.59,55.51475,26.64708,48.85298,25,80,6.5,1200
2004,Uttar Pradesh,Kanpur,maize,31120,1413.24,38.15748,16.95888,24.02508,22,70,6,800
2004,Uttar Pradesh,Kanpur,chickpea,46720,1093.11,19.67598,10.9311,19.67598,20,60,6.5,600
2005,Uttar Pradesh,Kanpur,rice,92380,2152.09,53.80225,25.82508,47.34598,25,80,6.5,1200
2005,Uttar Pradesh,Kanpur,maize,36120,1107.97,29.91519,13.29564,18.83549,22,70,6,800
2005,Uttar Pradesh,Kanpur,chickpea,43160,1448.33,26.06994,14.4833,26.06994,20,60,6.5,600
2006,Uttar Pradesh,Kanpur,rice,93860,1805.45,45.13625,21.6654,39.7199,25,80,6.5,1200
2006,Uttar Pradesh,Kanpur,maize,36460,1074.6,29.0142,12.8952,18.2682,22,70,6,800
2006,Uttar Pradesh,Kanpur,chickpea,43000,1203.72,21.66696,12.0372,21.66696,20,60,6.5,600
2007,Uttar Pradesh,Kanpur,rice,88250,2021.08,50.527,24.25296,44.46376,25,80,6.5,1200
2007,Uttar Pradesh,Kanpur,maize,36050,1429.68,38.60136,17.15616,24.30456,22,70,6,800
2007,Uttar Pradesh,Kanpur,chickpea,42110,1214.44,21.85992,12.1444,21.85992,20,60,6.5,600
2008,Uttar Pradesh,Kanpur,rice,88560,2320.69,58.01725,27.84828,51.05518,25,80,6.5,1200
2008,Uttar Pradesh,Kanpur,maize,37300,1442.9,38.9583,17.3148,24.5293,22,70,6,800
2008,Uttar Pradesh,Kanpur,chickpea,42010,1452.04,26.13672,14.5204,26.13672,20,60,6.5,600
2009,Uttar Pradesh,Kanpur,rice,68450,2297.88,57.447,27.57456,50.55336,25,80,6.5,1200
2009,Uttar Pradesh,Kanpur,maize,33240,1243.38,33.57126,14.92056,21.13746,22,70,6,800
2009,Uttar Pradesh,Kanpur,chickpea,41840,1200.76,21.61368,12.0076,21.61368,20,60,6.5,600
2010,Uttar Pradesh,Kanpur,rice,73480,2307.98,57.6995,27.69576,50.77556,25,80,6.5,1200
2010,Uttar Pradesh,Kanpur,maize,34720,1257.78,33.96006,15.09336,21.38226,22,70,6,800
2010,Uttar Pradesh,Kanpur,chickpea,40610,1531.89,27.57402,15.3189,27.57402,20,60,6.5,600
2011,Uttar Pradesh,Kanpur,rice,74540,2692.25,67.30625,32.307,59.2295,25,80,6.5,1200
2011,Uttar Pradesh,Kanpur,maize,36050,1428.29,38.56383,17.13948,24.28093,22,70,6,800
2011,Uttar Pradesh,Kanpur,chickpea,40060,1506.24,27.11232,15.0624,27.11232,20,60,6.5,600
2012,Uttar Pradesh,Kanpur,rice,71560,2711.85,67.79625,32.5422,59.6607,25,80,6.5,1200
2012,Uttar Pradesh,Kanpur,maize,33120,1669.38,45.07326,20.03256,28.37946,22,70,6,800
2012,Uttar Pradesh,Kanpur,chickpea,38660,1328.76,23.91768,13.2876,23.91768,20,60,6.5,600
2013,Uttar Pradesh,Kanpur,rice,75030,2642.14,66.0535,31.70568,58.12708,25,80,6.5,1200
2013,Uttar Pradesh,Kanpur,maize,33630,1901.87,51.35049,22.82244,32.33179,22,70,6,800
2013,Uttar Pradesh,Kanpur,chickpea,31970,628.4,11.3112,6.284,11.3112,20,60,6.5,600
2014,Uttar Pradesh,Kanpur,rice,67390,2403.47,60.08675,28.84164,52.87634,25,80,6.5,1200
2014,Uttar Pradesh,Kanpur,maize,32380,1394.07,37.63989,16.72884,23.69919,22,70,6,800
2014,Uttar Pradesh,Kanpur,chickpea,37990,471.44,8.48592,4.7144,8.48592,20,60,6.5,600
2015,Uttar Pradesh,Kanpur,rice,69580,2473.27,61.83175,29.67924,54.41194,25,80,6.5,1200
2015,Uttar Pradesh,Kanpur,maize,35410,2443.38,65.97126,29.32056,41.53746,22,70,6,800
2015,Uttar Pradesh,Kanpur,chickpea,32900,913.37,16.44066,9.1337,16.44066,20,60,6.5,600
2016,Uttar Pradesh,Kanpur,rice,77920,3064.24,76.606,36.77088,67.41328,25,80,6.5,1200
2016,Uttar Pradesh,Kanpur,maize,41850,2563.33,69.20991,30.75996,43.57661,22,70,6,800
2016,Uttar Pradesh,Kanpur,chickpea,38250,1301.89,23.43402,13.0189,23.43402,20,60,6.5,600
2017,Uttar Pradesh,Kanpur,rice,73990,2990,74.75,35.88,65.78,25,80,6.5,1200
2017,Uttar Pradesh,Kanpur,maize,34240,3226.65,87.11955,38.7198,54.85305,22,70,6,800
2017,Uttar Pradesh,Kanpur,chickpea,38390,1756.69,31.62042,17.5669,31.62042,20,60,6.5,600
1966,Uttar Pradesh,Fatehpur,rice,56600,696.11,17.40275,8.35332,15.31442,25,80,6.5,1200
1966,Uttar Pradesh,Fatehpur,maize,300,3333.33,89.99991,39.99996,56.66661,22,70,6,800
1966,Uttar Pradesh,Fatehpur,chickpea,72400,680.94,12.25692,6.8094,12.25692,20,60,6.5,600
1967,Uttar Pradesh,Fatehpur,rice,61300,654.16,16.354,7.84992,14.39152,25,80,6.5,1200
1967,Uttar Pradesh,Fatehpur,maize,800,875,23.625,10.5,14.875,22,70,6,800
1967,Uttar Pradesh,Fatehpur,chickpea,66700,737.63,13.27734,7.3763,13.27734,20,60,6.5,600
1968,Uttar Pradesh,Fatehpur,rice,62300,632.42,15.8105,7.58904,13.91324,25,80,6.5,1200
1968,Uttar Pradesh,Fatehpur,maize,1000,1000,27,12,17,22,70,6,800
1968,Uttar Pradesh,Fatehpur,chickpea,67700,602.66,10.84788,6.0266,10.84788,20,60,6.5,600
1969,Uttar Pradesh,Fatehpur,rice,69100,887.12,22.178,10.64544,19.51664,25,80,6.5,1200
1969,Uttar Pradesh,Fatehpur,maize,600,833.33,22.49991,9.99996,14.16661,22,70,6,800
1969,Uttar Pradesh,Fatehpur,chickpea,76500,988.24,17.78832,9.8824,17.78832,20,60,6.5,600
1970,Uttar Pradesh,Fatehpur,rice,67900,677.47,16.93675,8.12964,14.90434,25,80,6.5,1200
1970,Uttar Pradesh,Fatehpur,maize,700,1714.29,46.28583,20.57148,29.14293,22,70,6,800
1970,Uttar Pradesh,Fatehpur,chickpea,74200,1060.65,19.0917,10.6065,19.0917,20,60,6.5,600
1971,Uttar Pradesh,Fatehpur,rice,68700,1129.55,28.23875,13.5546,24.8501,25,80,6.5,1200
1971,Uttar Pradesh,Fatehpur,maize,500,600,16.2,7.2,10.2,22,70,6,800
1971,Uttar Pradesh,Fatehpur,chickpea,69800,965.62,17.38116,9.6562,17.38116,20,60,6.5,600
1972,Uttar Pradesh,Fatehpur,rice,63400,886.44,22.161,10.63728,19.50168,25,80,6.5,1200
1972,Uttar Pradesh,Fatehpur,maize,600,1166.67,31.50009,14.00004,19.83339,22,70,6,800
1972,Uttar Pradesh,Fatehpur,chickpea,69200,1015.9,18.2862,10.159,18.2862,20,60,6.5,600
1973,Uttar Pradesh,Fatehpur,rice,68700,905.39,22.63475,10.86468,19.91858,25,80,6.5,1200
1973,Uttar Pradesh,Fatehpur,maize,500,1000,27,12,17,22,70,6,800
1973,Uttar Pradesh,Fatehpur,chickpea,68100,531.57,9.56826,5.3157,9.56826,20,60,6.5,600
1974,Uttar Pradesh,Fatehpur,rice,71700,782.43,19.56075,9.38916,17.21346,25,80,6.5,1200
1974,Uttar Pradesh,Fatehpur,maize,400,500,13.5,6,8.5,22,70,6,800
1974,Uttar Pradesh,Fatehpur,chickpea,63000,701.59,12.62862,7.0159,12.62862,20,60,6.5,600
1975,Uttar Pradesh,Fatehpur,rice,77100,748.38,18.7095,8.98056,16.46436,25,80,6.5,1200
1975,Uttar Pradesh,Fatehpur,maize,400,1000,27,12,17,22,70,6,800
1975,Uttar Pradesh,Fatehpur,chickpea,64100,789.39,14.20902,7.8939,14.20902,20,60,6.5,600
1976,Uttar Pradesh,Fatehpur,rice,77900,940.95,23.52375,11.2914,20.7009,25,80,6.5,1200
1976,Uttar Pradesh,Fatehpur,maize,400,1000,27,12,17,22,70,6,800
1976,Uttar Pradesh,Fatehpur,chickpea,64900,1061.63,19.10934,10.6163,19.10934,20,60,6.5,600
1977,Uttar Pradesh,Fatehpur,rice,82200,1138.69,28.46725,13.66428,25.05118,25,80,6.5,1200
1977,Uttar Pradesh,Fatehpur,maize,500,800,21.6,9.6,13.6,22,70,6,800
1977,Uttar Pradesh,Fatehpur,chickpea,62800,936.31,16.85358,9.3631,16.85358,20,60,6.5,600
1978,Uttar Pradesh,Fatehpur,rice,90900,1178.22,29.4555,14.13864,25.92084,25,80,6.5,1200
1978,Uttar Pradesh,Fatehpur,maize,400,1000,27,12,17,22,70,6,800
1978,Uttar Pradesh,Fatehpur,chickpea,64400,827.64,14.89752,8.2764,14.89752,20,60,6.5,600
1979,Uttar Pradesh,Fatehpur,rice,85100,200.94,5.0235,2.41128,4.42068,25,80,6.5,1200
1979,Uttar Pradesh,Fatehpur,maize,300,666.67,18.00009,8.00004,11.33339,22,70,6,800
1979,Uttar Pradesh,Fatehpur,chickpea,71200,337.08,6.06744,3.3708,6.06744,20,60,6.5,600
1980,Uttar Pradesh,Fatehpur,rice,91700,965.1,24.1275,11.5812,21.2322,25,80,6.5,1200
1980,Uttar Pradesh,Fatehpur,maize,300,333.33,8.99991,3.99996,5.66661,22,70,6,800
1980,Uttar Pradesh,Fatehpur,chickpea,54300,994.48,17.90064,9.9448,17.90064,20,60,6.5,600
1981,Uttar Pradesh,Fatehpur,rice,92200,1379.61,34.49025,16.55532,30.35142,25,80,6.5,1200
1981,Uttar Pradesh,Fatehpur,maize,400,1000,27,12,17,22,70,6,800
1981,Uttar Pradesh,Fatehpur,chickpea,54900,724.95,13.0491,7.2495,13.0491,20,60,6.5,600
1982,Uttar Pradesh,Fatehpur,rice,87800,1169.7,29.2425,14.0364,25.7334,25,80,6.5,1200
1982,Uttar Pradesh,Fatehpur,maize,300,666.67,18.00009,8.00004,11.33339,22,70,6,800
1982,Uttar Pradesh,Fatehpur,chickpea,58100,882.96,15.89328,8.8296,15.89328,20,60,6.5,600
1983,Uttar Pradesh,Fatehpur,rice,97600,1394.47,34.86175,16.73364,30.67834,25,80,6.5,1200
1983,Uttar Pradesh,Fatehpur,maize,200,1500,40.5,18,25.5,22,70,6,800
1983,Uttar Pradesh,Fatehpur,chickpea,52600,1032.32,18.58176,10.3232,18.58176,20,60,6.5,600
1984,Uttar Pradesh,Fatehpur,rice,89300,1184.77,29.61925,14.21724,26.06494,25,80,6.5,1200
1984,Uttar Pradesh,Fatehpur,maize,300,2000,54,24,34,22,70,6,800
1984,Uttar Pradesh,Fatehpur,chickpea,60200,1029.9,18.5382,10.299,18.5382,20,60,6.5,600
1985,Uttar Pradesh,Fatehpur,rice,99100,1466.2,36.655,17.5944,32.2564,25,80,6.5,1200
1985,Uttar Pradesh,Fatehpur,maize,400,1500,40.5,18,25.5,22,70,6,800
1985,Uttar Pradesh,Fatehpur,chickpea,60800,904.61,16.28298,9.0461,16.28298,20,60,6.5,600
1986,Uttar Pradesh,Fatehpur,rice,101700,1483.78,37.0945,17.80536,32.64316,25,80,6.5,1200
1986,Uttar Pradesh,Fatehpur,maize,400,1250,33.75,15,21.25,22,70,6,800
1986,Uttar Pradesh,Fatehpur,chickpea,59500,721.01,12.97818,7.2101,12.97818,20,60,6.5,600
1987,Uttar Pradesh,Fatehpur,rice,43600,1318.81,32.97025,15.82572,29.01382,25,80,6.5,1200
1987,Uttar Pradesh,Fatehpur,maize,200,1000,27,12,17,22,70,6,800
1987,Uttar Pradesh,Fatehpur,chickpea,59600,927.85,16.7013,9.2785,16.7013,20,60,6.5,600
1988,Uttar Pradesh,Fatehpur,rice,82200,1456.2,36.405,17.4744,32.0364,25,80,6.5,1200
1988,Uttar Pradesh,Fatehpur,maize,400,1000,27,12,17,22,70,6,800
1988,Uttar Pradesh,Fatehpur,chickpea,55300,866.18,15.59124,8.6618,15.59124,20,60,6.5,600
1989,Uttar Pradesh,Fatehpur,rice,72600,1625.34,40.6335,19.50408,35.75748,25,80,6.5,1200
1989,Uttar Pradesh,Fatehpur,maize,300,1666.67,45.00009,20.00004,28.33339,22,70,6,800
1989,Uttar Pradesh,Fatehpur,chickpea,53700,929.24,16.72632,9.2924,16.72632,20,60,6.5,600
1990,Uttar Pradesh,Fatehpur,rice,93240,1958.49,48.96225,23.50188,43.08678,25,80,6.5,1200
1990,Uttar Pradesh,Fatehpur,maize,270,1777.78,48.00006,21.33336,30.22226,22,70,6,800
1990,Uttar Pradesh,Fatehpur,chickpea,54510,1071.91,19.29438,10.7191,19.29438,20,60,6.5,600
1991,Uttar Pradesh,Fatehpur,rice,81150,1498.34,37.4585,17.98008,32.96348,25,80,6.5,1200
1991,Uttar Pradesh,Fatehpur,maize,260,1423.08,38.42316,17.07696,24.19236,22,70,6,800
1991,Uttar Pradesh,Fatehpur,chickpea,50910,1072.09,19.29762,10.7209,19.29762,20,60,6.5,600
1992,Uttar Pradesh,Fatehpur,rice,83930,2004.65,50.11625,24.0558,44.1023,25,80,6.5,1200
1992,Uttar Pradesh,Fatehpur,maize,290,1793.1,48.4137,21.5172,30.4827,22,70,6,800
1992,Uttar Pradesh,Fatehpur,chickpea,49670,906.58,16.31844,9.0658,16.31844,20,60,6.5,600
1993,Uttar Pradesh,Fatehpur,rice,60130,1828.21,45.70525,21.93852,40.22062,25,80,6.5,1200
1993,Uttar Pradesh,Fatehpur,maize,280,1178.57,31.82139,14.14284,20.03569,22,70,6,800
1993,Uttar Pradesh,Fatehpur,chickpea,52050,1168.88,21.03984,11.6888,21.03984,20,60,6.5,600
1994,Uttar Pradesh,Fatehpur,rice,79500,1228.43,30.71075,14.74116,27.02546,25,80,6.5,1200
1994,Uttar Pradesh,Fatehpur,maize,280,1714.29,46.28583,20.57148,29.14293,22,70,6,800
1994,Uttar Pradesh,Fatehpur,chickpea,51780,1074.16,19.33488,10.7416,19.33488,20,60,6.5,600
1995,Uttar Pradesh,Fatehpur,rice,81480,1735.89,43.39725,20.83068,38.18958,25,80,6.5,1200
1995,Uttar Pradesh,Fatehpur,maize,260,1961.54,52.96158,23.53848,33.34618,22,70,6,800
1995,Uttar Pradesh,Fatehpur,chickpea,51840,706.98,12.72564,7.0698,12.72564,20,60,6.5,600
1996,Uttar Pradesh,Fatehpur,rice,84810,1656.17,41.40425,19.87404,36.43574,25,80,6.5,1200
1996,Uttar Pradesh,Fatehpur,maize,250,2080,56.16,24.96,35.36,22,70,6,800
1996,Uttar Pradesh,Fatehpur,chickpea,48730,1086.19,19.55142,10.8619,19.55142,20,60,6.5,600
1997,Uttar Pradesh,Fatehpur,rice,81840,1984.6,49.615,23.8152,43.6612,25,80,6.5,1200
1997,Uttar Pradesh,Fatehpur,maize,570,2105.26,56.84202,25.26312,35.78942,22,70,6,800
1997,Uttar Pradesh,Fatehpur,chickpea,50110,965.68,17.38224,9.6568,17.38224,20,60,6.5,600
1998,Uttar Pradesh,Fatehpur,rice,89110,1834.03,45.85075,22.00836,40.34866,25,80,6.5,1200
1998,Uttar Pradesh,Fatehpur,maize,350,1400,37.8,16.8,23.8,22,70,6,800
1998,Uttar Pradesh,Fatehpur,chickpea,47810,1049.78,18.89604,10.4978,18.89604,20,60,6.5,600
1999,Uttar Pradesh,Fatehpur,rice,89900,1897,47.425,22.764,41.734,25,80,6.5,1200
1999,Uttar Pradesh,Fatehpur,maize,350,2057.14,55.54278,24.68568,34.97138,22,70,6,800
1999,Uttar Pradesh,Fatehpur,chickpea,46350,1091.69,19.65042,10.9169,19.65042,20,60,6.5,600
2000,Uttar Pradesh,Fatehpur,rice,91780,1772.83,44.32075,21.27396,39.00226,25,80,6.5,1200
2000,Uttar Pradesh,Fatehpur,maize,440,2090.91,56.45457,25.09092,35.54547,22,70,6,800
2000,Uttar Pradesh,Fatehpur,chickpea,44500,931.46,16.76628,9.3146,16.76628,20,60,6.5,600
2001,Uttar Pradesh,Fatehpur,rice,97300,2037.92,50.948,24.45504,44.83424,25,80,6.5,1200
2001,Uttar Pradesh,Fatehpur,maize,420,1904.76,51.42852,22.85712,32.38092,22,70,6,800
2001,Uttar Pradesh,Fatehpur,chickpea,45030,1104.82,19.88676,11.0482,19.88676,20,60,6.5,600
2002,Uttar Pradesh,Fatehpur,rice,69090,1662.9,41.5725,19.9548,36.5838,25,80,6.5,1200
2002,Uttar Pradesh,Fatehpur,maize,320,1375,37.125,16.5,23.375,22,70,6,800
2002,Uttar Pradesh,Fatehpur,chickpea,45880,1190.71,21.43278,11.9071,21.43278,20,60,6.5,600
2003,Uttar Pradesh,Fatehpur,rice,85350,1819.92,45.498,21.83904,40.03824,25,80,6.5,1200
2003,Uttar Pradesh,Fatehpur,maize,350,1142.86,30.85722,13.71432,19.42862,22,70,6,800
2003,Uttar Pradesh,Fatehpur,chickpea,45380,1227.85,22.1013,12.2785,22.1013,20,60,6.5,600
2004,Uttar Pradesh,Fatehpur,rice,55060,1855.07,46.37675,22.26084,40.81154,25,80,6.5,1200
2004,Uttar Pradesh,Fatehpur,maize,610,1852.46,50.01642,22.22952,31.49182,22,70,6,800
2004,Uttar Pradesh,Fatehpur,chickpea,46660,979.21,17.62578,9.7921,17.62578,20,60,6.5,600
2005,Uttar Pradesh,Fatehpur,rice,86570,1624.12,40.603,19.48944,35.73064,25,80,6.5,1200
2005,Uttar Pradesh,Fatehpur,maize,460,1304.35,35.21745,15.6522,22.17395,22,70,6,800
2005,Uttar Pradesh,Fatehpur,chickpea,50120,1046.29,18.83322,10.4629,18.83322,20,60,6.5,600
2006,Uttar Pradesh,Fatehpur,rice,79460,1596.27,39.90675,19.15524,35.11794,25,80,6.5,1200
2006,Uttar Pradesh,Fatehpur,maize,430,1348.84,36.41868,16.18608,22.93028,22,70,6,800
2006,Uttar Pradesh,Fatehpur,chickpea,49960,997.4,17.9532,9.974,17.9532,20,60,6.5,600
2007,Uttar Pradesh,Fatehpur,rice,78860,1885.49,47.13725,22.62588,41.48078,25,80,6.5,1200
2007,Uttar Pradesh,Fatehpur,maize,470,1553.19,41.93613,18.63828,26.40423,22,70,6,800
2007,Uttar Pradesh,Fatehpur,chickpea,47460,907.92,16.34256,9.0792,16.34256,20,60,6.5,600
2008,Uttar Pradesh,Fatehpur,rice,87040,2307.9,57.6975,27.6948,50.7738,25,80,6.5,1200
2008,Uttar Pradesh,Fatehpur,maize,370,1540.54,41.59458,18.48648,26.18918,22,70,6,800
2008,Uttar Pradesh,Fatehpur,chickpea,46710,1192.04,21.45672,11.9204,21.45672,20,60,6.5,600
2009,Uttar Pradesh,Fatehpur,rice,62420,2182.95,54.57375,26.1954,48.0249,25,80,6.5,1200
2009,Uttar Pradesh,Fatehpur,maize,300,1433.33,38.69991,17.19996,24.36661,22,70,6,800
2009,Uttar Pradesh,Fatehpur,chickpea,45600,975,17.55,9.75,17.55,20,60,6.5,600
2010,Uttar Pradesh,Fatehpur,rice,71470,2107.32,52.683,25.28784,46.36104,25,80,6.5,1200
2010,Uttar Pradesh,Fatehpur,maize,350,885.71,23.91417,10.62852,15.05707,22,70,6,800
2010,Uttar Pradesh,Fatehpur,chickpea,44730,1154.26,20.77668,11.5426,20.77668,20,60,6.5,600
2011,Uttar Pradesh,Fatehpur,rice,79780,2338.18,58.4545,28.05816,51.43996,25,80,6.5,1200
2011,Uttar Pradesh,Fatehpur,maize,310,1000,27,12,17,22,70,6,800
2011,Uttar Pradesh,Fatehpur,chickpea,42900,1312.59,23.62662,13.1259,23.62662,20,60,6.5,600
2012,Uttar Pradesh,Fatehpur,rice,77160,2456.19,61.40475,29.47428,54.03618,25,80,6.5,1200
2012,Uttar Pradesh,Fatehpur,maize,380,1289.47,34.81569,15.47364,21.92099,22,70,6,800
2012,Uttar Pradesh,Fatehpur,chickpea,43380,1248.5,22.473,12.485,22.473,20,60,6.5,600
2013,Uttar Pradesh,Fatehpur,rice,86460,2605.02,65.1255,31.26024,57.31044,25,80,6.5,1200
2013,Uttar Pradesh,Fatehpur,maize,250,1200,32.4,14.4,20.4,22,70,6,800
2013,Uttar Pradesh,Fatehpur,chickpea,41690,434.88,7.82784,4.3488,7.82784,20,60,6.5,600
2014,Uttar Pradesh,Fatehpur,rice,80700,1946.1,48.6525,23.3532,42.8142,25,80,6.5,1200
2014,Uttar Pradesh,Fatehpur,maize,280,1892.86,51.10722,22.71432,32.17862,22,70,6,800
2014,Uttar Pradesh,Fatehpur,chickpea,41940,182.64,3.28752,1.8264,3.28752,20,60,6.5,600
2015,Uttar Pradesh,Fatehpur,rice,81950,2046.98,51.1745,24.56376,45.03356,25,80,6.5,1200
2015,Uttar Pradesh,Fatehpur,maize,530,754.72,20.37744,9.05664,12.83024,22,70,6,800
2015,Uttar Pradesh,Fatehpur,chickpea,33910,572.99,10.31382,5.7299,10.31382,20,60,6.5,600
2016,Uttar Pradesh,Fatehpur,rice,86790,2485,62.125,29.82,54.67,25,80,6.5,1200
2016,Uttar Pradesh,Fatehpur,maize,500,1954.27,52.76529,23.45124,33.22259,22,70,6,800
2016,Uttar Pradesh,Fatehpur,chickpea,44680,1279.61,23.03298,12.7961,23.03298,20,60,6.5,600
